Pattern_Name,LUTindexTemperature_20,LUTindexTemperature_25,LUTindexTemperature_26,LUTindexTemperature_28,LUTindexTemperature_30,LUTindexTemperature_32,LUTindexTemperature_35,LUTindexTemperature_40
LUTindex208,2.056921e+02,2.068460e+02,2.070768e+02,2.075384e+02,208,2.084616e+02,2.091540e+02,2.103079e+02
LUTindex209,2.067370e+02,2.078685e+02,2.080948e+02,2.085474e+02,209,2.094526e+02,2.101315e+02,2.112630e+02
LUTindex210,2.077813e+02,2.088906e+02,2.091125e+02,2.095563e+02,210,2.104437e+02,2.111094e+02,2.122187e+02
LUTindex211,2.088251e+02,2.099126e+02,2.101301e+02,2.105650e+02,211,2.114350e+02,2.120874e+02,2.131749e+02
LUTindex212,2.098689e+02,2.109344e+02,2.111475e+02,2.115738e+02,212,2.124262e+02,2.130656e+02,2.141311e+02
LUTindex213,2.109126e+02,2.119563e+02,2.121651e+02,2.125825e+02,213,2.134175e+02,2.140437e+02,2.150874e+02
LUTindex214,2.119567e+02,2.129784e+02,2.131827e+02,2.135913e+02,214,2.144087e+02,2.150216e+02,2.160433e+02
LUTindex215,2.130013e+02,2.140007e+02,2.142005e+02,2.146003e+02,215,2.153997e+02,2.159993e+02,2.169987e+02
LUTindex216,2.140467e+02,2.150234e+02,2.152187e+02,2.156093e+02,216,2.163907e+02,2.169766e+02,2.179533e+02
LUTindex217,2.150931e+02,2.160466e+02,2.162373e+02,2.166186e+02,217,2.173814e+02,2.179534e+02,2.189069e+02
LUTindex218,2.161402e+02,2.170701e+02,2.172561e+02,2.176280e+02,218,2.183720e+02,2.189299e+02,2.198598e+02
LUTindex219,2.171878e+02,2.180939e+02,2.182751e+02,2.186376e+02,219,2.193624e+02,2.199061e+02,2.208122e+02
LUTindex220,2.182360e+02,2.191180e+02,2.192944e+02,2.196472e+02,220,2.203528e+02,2.208820e+02,2.217640e+02
LUTindex221,2.192847e+02,2.201424e+02,2.203139e+02,2.206569e+02,221,2.213431e+02,2.218576e+02,2.227153e+02
LUTindex222,2.203340e+02,2.211670e+02,2.213336e+02,2.216668e+02,222,2.223332e+02,2.228330e+02,2.236660e+02
LUTindex223,2.213839e+02,2.221919e+02,2.223535e+02,2.226768e+02,223,2.233232e+02,2.238081e+02,2.246162e+02
LUTindex224,2.224343e+02,2.232171e+02,2.233737e+02,2.236869e+02,224,2.243131e+02,2.247829e+02,2.255657e+02
LUTindex225,2.234853e+02,2.242427e+02,2.243941e+02,2.246971e+02,225,2.253029e+02,2.257573e+02,2.265147e+02
LUTindex226,2.245375e+02,2.252687e+02,2.254150e+02,2.257075e+02,226,2.262925e+02,2.267313e+02,2.274625e+02
LUTindex227,2.255907e+02,2.262953e+02,2.264363e+02,2.267181e+02,227,2.272819e+02,2.277047e+02,2.284093e+02
LUTindex228,2.266446e+02,2.273223e+02,2.274578e+02,2.277289e+02,228,2.282711e+02,2.286777e+02,2.293554e+02
LUTindex229,2.276989e+02,2.283494e+02,2.284795e+02,2.287398e+02,229,2.292602e+02,2.296506e+02,2.303011e+02
LUTindex230,2.287531e+02,2.293766e+02,2.295013e+02,2.297506e+02,230,2.302494e+02,2.306234e+02,2.312469e+02
LUTindex231,2.298071e+02,2.304035e+02,2.305228e+02,2.307614e+02,231,2.312386e+02,2.315965e+02,2.321929e+02
LUTindex232,2.308604e+02,2.314302e+02,2.315441e+02,2.317721e+02,232,2.322279e+02,2.325698e+02,2.331396e+02
LUTindex233,2.319127e+02,2.324563e+02,2.325651e+02,2.327825e+02,233,2.332175e+02,2.335437e+02,2.340873e+02
LUTindex234,2.329647e+02,2.334823e+02,2.335859e+02,2.337929e+02,234,2.342071e+02,2.345177e+02,2.350353e+02
LUTindex235,2.340166e+02,2.345083e+02,2.346066e+02,2.348033e+02,235,2.351967e+02,2.354917e+02,2.359834e+02
LUTindex236,2.350682e+02,2.355341e+02,2.356273e+02,2.358136e+02,236,2.361864e+02,2.364659e+02,2.369318e+02
LUTindex237,2.361193e+02,2.365597e+02,2.366477e+02,2.368239e+02,237,2.371761e+02,2.374403e+02,2.378807e+02
LUTindex238,2.371699e+02,2.375849e+02,2.376679e+02,2.378340e+02,238,2.381660e+02,2.384151e+02,2.388302e+02
LUTindex239,2.382196e+02,2.386098e+02,2.386878e+02,2.388439e+02,239,2.391561e+02,2.393902e+02,2.397804e+02
LUTindex240,2.392684e+02,2.396342e+02,2.397073e+02,2.398537e+02,240,2.401463e+02,2.403658e+02,2.407316e+02
LUTindex241,2.403160e+02,2.406580e+02,2.407264e+02,2.408632e+02,241,2.411368e+02,2.413420e+02,2.416840e+02
LUTindex242,2.413619e+02,2.416810e+02,2.417448e+02,2.418724e+02,242,2.421276e+02,2.423190e+02,2.426381e+02
LUTindex243,2.424064e+02,2.427032e+02,2.427626e+02,2.428813e+02,243,2.431187e+02,2.432968e+02,2.435936e+02
LUTindex244,2.434499e+02,2.437250e+02,2.437800e+02,2.438900e+02,244,2.441100e+02,2.442750e+02,2.445501e+02
LUTindex245,2.444929e+02,2.447465e+02,2.447972e+02,2.448986e+02,245,2.451014e+02,2.452535e+02,2.455071e+02
LUTindex246,2.455358e+02,2.457679e+02,2.458143e+02,2.459072e+02,246,2.460928e+02,2.462321e+02,2.464642e+02
LUTindex247,2.465791e+02,2.467895e+02,2.468316e+02,2.469158e+02,247,2.470842e+02,2.472105e+02,2.474209e+02
LUTindex248,2.476232e+02,2.478116e+02,2.478493e+02,2.479246e+02,248,2.480754e+02,2.481884e+02,2.483768e+02
LUTindex249,2.486685e+02,2.488343e+02,2.488674e+02,2.489337e+02,249,2.490663e+02,2.491657e+02,2.493315e+02
LUTindex250,2.497146e+02,2.498573e+02,2.498858e+02,2.499429e+02,250,2.500571e+02,2.501427e+02,2.502854e+02
LUTindex251,2.507611e+02,2.508805e+02,2.509044e+02,2.509522e+02,251,2.510478e+02,2.511195e+02,2.512389e+02
LUTindex252,2.518080e+02,2.519040e+02,2.519232e+02,2.519616e+02,252,2.520384e+02,2.520960e+02,2.521920e+02
LUTindex253,2.528554e+02,2.529277e+02,2.529422e+02,2.529711e+02,253,2.530289e+02,2.530723e+02,2.531446e+02
LUTindex254,2.539032e+02,2.539516e+02,2.539613e+02,2.539806e+02,254,2.540194e+02,2.540484e+02,2.540968e+02
LUTindex255,2.549514e+02,2.549757e+02,2.549806e+02,2.549903e+02,255,2.550097e+02,2.550243e+02,2.550486e+02
LUTindex256,256,256,256,256,256,256,256,256
